id,bool_col,tinyint_col,smallint_col,int_col,bigint_col,float_col,double_col,date_string_col,string_col,timestamp_col,year,month
5213,0,3,3,3,30,3.29999995232,30.3,06/06/10,3,2010-06-06 00:53:02.280,2010,6
5214,1,4,4,4,40,4.40000009537,40.4,06/06/10,4,2010-06-06 00:54:02.310,2010,6
5215,0,5,5,5,50,5.5,50.5,06/06/10,5,2010-06-06 00:55:02.350,2010,6
5216,1,6,6,6,60,6.59999990463,60.6,06/06/10,6,2010-06-06 00:56:02.400,2010,6
5217,0,7,7,7,70,7.69999980927,70.7,06/06/10,7,2010-06-06 00:57:02.460,2010,6
5218,1,8,8,8,80,8.80000019073,80.8,06/06/10,8,2010-06-06 00:58:02.530,2010,6
5219,0,9,9,9,90,9.89999961853,90.9,06/06/10,9,2010-06-06 00:59:02.610,2010,6
5220,1,0,0,0,0,0.0,0.0,06/07/10,0,2010-06-07 01:00:02.700,2010,6
5221,0,1,1,1,10,1.10000002384,10.1,06/07/10,1,2010-06-07 01:01:02.700,2010,6
5222,1,2,2,2,20,2.20000004768,20.2,06/07/10,2,2010-06-07 01:02:02.710,2010,6
5223,0,3,3,3,30,3.29999995232,30.3,06/07/10,3,2010-06-07 01:03:02.730,2010,6
5224,1,4,4,4,40,4.40000009537,40.4,06/07/10,4,2010-06-07 01:04:02.760,2010,6
5225,0,5,5,5,50,5.5,50.5,06/07/10,5,2010-06-07 01:05:02.800,2010,6
5226,1,6,6,6,60,6.59999990463,60.6,06/07/10,6,2010-06-07 01:06:02.850,2010,6
5227,0,7,7,7,70,7.69999980927,70.7,06/07/10,7,2010-06-07 01:07:02.910,2010,6
5228,1,8,8,8,80,8.80000019073,80.8,06/07/10,8,2010-06-07 01:08:02.980,2010,6
5229,0,9,9,9,90,9.89999961853,90.9,06/07/10,9,2010-06-07 01:09:03.600,2010,6
5230,1,0,0,0,0,0.0,0.0,06/08/10,0,2010-06-08 01:10:03.150,2010,6
5231,0,1,1,1,10,1.10000002384,10.1,06/08/10,1,2010-06-08 01:11:03.150,2010,6
5232,1,2,2,2,20,2.20000004768,20.2,06/08/10,2,2010-06-08 01:12:03.160,2010,6
5233,0,3,3,3,30,3.29999995232,30.3,06/08/10,3,2010-06-08 01:13:03.180,2010,6
5234,1,4,4,4,40,4.40000009537,40.4,06/08/10,4,2010-06-08 01:14:03.210,2010,6
5235,0,5,5,5,50,5.5,50.5,06/08/10,5,2010-06-08 01:15:03.250,2010,6
5236,1,6,6,6,60,6.59999990463,60.6,06/08/10,6,2010-06-08 01:16:03.300,2010,6
5237,0,7,7,7,70,7.69999980927,70.7,06/08/10,7,2010-06-08 01:17:03.360,2010,6
5238,1,8,8,8,80,8.80000019073,80.8,06/08/10,8,2010-06-08 01:18:03.430,2010,6
5239,0,9,9,9,90,9.89999961853,90.9,06/08/10,9,2010-06-08 01:19:03.510,2010,6
5240,1,0,0,0,0,0.0,0.0,06/09/10,0,2010-06-09 01:20:03.600,2010,6
5241,0,1,1,1,10,1.10000002384,10.1,06/09/10,1,2010-06-09 01:21:03.600,2010,6
5242,1,2,2,2,20,2.20000004768,20.2,06/09/10,2,2010-06-09 01:22:03.610,2010,6
5243,0,3,3,3,30,3.29999995232,30.3,06/09/10,3,2010-06-09 01:23:03.630,2010,6
5244,1,4,4,4,40,4.40000009537,40.4,06/09/10,4,2010-06-09 01:24:03.660,2010,6
5245,0,5,5,5,50,5.5,50.5,06/09/10,5,2010-06-09 01:25:03.700,2010,6
5246,1,6,6,6,60,6.59999990463,60.6,06/09/10,6,2010-06-09 01:26:03.750,2010,6
5247,0,7,7,7,70,7.69999980927,70.7,06/09/10,7,2010-06-09 01:27:03.810,2010,6
5248,1,8,8,8,80,8.80000019073,80.8,06/09/10,8,2010-06-09 01:28:03.880,2010,6
5249,0,9,9,9,90,9.89999961853,90.9,06/09/10,9,2010-06-09 01:29:03.960,2010,6
5250,1,0,0,0,0,0.0,0.0,06/10/10,0,2010-06-10 01:30:04.500,2010,6
5251,0,1,1,1,10,1.10000002384,10.1,06/10/10,1,2010-06-10 01:31:04.500,2010,6
5252,1,2,2,2,20,2.20000004768,20.2,06/10/10,2,2010-06-10 01:32:04.600,2010,6
5253,0,3,3,3,30,3.29999995232,30.3,06/10/10,3,2010-06-10 01:33:04.800,2010,6
5254,1,4,4,4,40,4.40000009537,40.4,06/10/10,4,2010-06-10 01:34:04.110,2010,6
5255,0,5,5,5,50,5.5,50.5,06/10/10,5,2010-06-10 01:35:04.150,2010,6
5256,1,6,6,6,60,6.59999990463,60.6,06/10/10,6,2010-06-10 01:36:04.200,2010,6
5257,0,7,7,7,70,7.69999980927,70.7,06/10/10,7,2010-06-10 01:37:04.260,2010,6
5258,1,8,8,8,80,8.80000019073,80.8,06/10/10,8,2010-06-10 01:38:04.330,2010,6
5259,0,9,9,9,90,9.89999961853,90.9,06/10/10,9,2010-06-10 01:39:04.410,2010,6
5260,1,0,0,0,0,0.0,0.0,06/11/10,0,2010-06-11 01:40:04.500,2010,6
5261,0,1,1,1,10,1.10000002384,10.1,06/11/10,1,2010-06-11 01:41:04.500,2010,6
5262,1,2,2,2,20,2.20000004768,20.2,06/11/10,2,2010-06-11 01:42:04.510,2010,6
5263,0,3,3,3,30,3.29999995232,30.3,06/11/10,3,2010-06-11 01:43:04.530,2010,6
5264,1,4,4,4,40,4.40000009537,40.4,06/11/10,4,2010-06-11 01:44:04.560,2010,6
5265,0,5,5,5,50,5.5,50.5,06/11/10,5,2010-06-11 01:45:04.600,2010,6
5266,1,6,6,6,60,6.59999990463,60.6,06/11/10,6,2010-06-11 01:46:04.650,2010,6
5267,0,7,7,7,70,7.69999980927,70.7,06/11/10,7,2010-06-11 01:47:04.710,2010,6
5268,1,8,8,8,80,8.80000019073,80.8,06/11/10,8,2010-06-11 01:48:04.780,2010,6
5269,0,9,9,9,90,9.89999961853,90.9,06/11/10,9,2010-06-11 01:49:04.860,2010,6
5270,1,0,0,0,0,0.0,0.0,06/12/10,0,2010-06-12 01:50:04.950,2010,6
5271,0,1,1,1,10,1.10000002384,10.1,06/12/10,1,2010-06-12 01:51:04.950,2010,6
5272,1,2,2,2,20,2.20000004768,20.2,06/12/10,2,2010-06-12 01:52:04.960,2010,6
5273,0,3,3,3,30,3.29999995232,30.3,06/12/10,3,2010-06-12 01:53:04.980,2010,6
5274,1,4,4,4,40,4.40000009537,40.4,06/12/10,4,2010-06-12 01:54:05.100,2010,6
5275,0,5,5,5,50,5.5,50.5,06/12/10,5,2010-06-12 01:55:05.500,2010,6
5276,1,6,6,6,60,6.59999990463,60.6,06/12/10,6,2010-06-12 01:56:05.100,2010,6
5277,0,7,7,7,70,7.69999980927,70.7,06/12/10,7,2010-06-12 01:57:05.160,2010,6
5278,1,8,8,8,80,8.80000019073,80.8,06/12/10,8,2010-06-12 01:58:05.230,2010,6
5279,0,9,9,9,90,9.89999961853,90.9,06/12/10,9,2010-06-12 01:59:05.310,2010,6
5280,1,0,0,0,0,0.0,0.0,06/13/10,0,2010-06-13 02:00:05.400,2010,6
5281,0,1,1,1,10,1.10000002384,10.1,06/13/10,1,2010-06-13 02:01:05.400,2010,6
5282,1,2,2,2,20,2.20000004768,20.2,06/13/10,2,2010-06-13 02:02:05.410,2010,6
5283,0,3,3,3,30,3.29999995232,30.3,06/13/10,3,2010-06-13 02:03:05.430,2010,6
5284,1,4,4,4,40,4.40000009537,40.4,06/13/10,4,2010-06-13 02:04:05.460,2010,6
5285,0,5,5,5,50,5.5,50.5,06/13/10,5,2010-06-13 02:05:05.500,2010,6
5286,1,6,6,6,60,6.59999990463,60.6,06/13/10,6,2010-06-13 02:06:05.550,2010,6
5287,0,7,7,7,70,7.69999980927,70.7,06/13/10,7,2010-06-13 02:07:05.610,2010,6
5288,1,8,8,8,80,8.80000019073,80.8,06/13/10,8,2010-06-13 02:08:05.680,2010,6
5289,0,9,9,9,90,9.89999961853,90.9,06/13/10,9,2010-06-13 02:09:05.760,2010,6
5290,1,0,0,0,0,0.0,0.0,06/14/10,0,2010-06-14 02:10:05.850,2010,6
5291,0,1,1,1,10,1.10000002384,10.1,06/14/10,1,2010-06-14 02:11:05.850,2010,6
5292,1,2,2,2,20,2.20000004768,20.2,06/14/10,2,2010-06-14 02:12:05.860,2010,6
5293,0,3,3,3,30,3.29999995232,30.3,06/14/10,3,2010-06-14 02:13:05.880,2010,6
5294,1,4,4,4,40,4.40000009537,40.4,06/14/10,4,2010-06-14 02:14:05.910,2010,6
5295,0,5,5,5,50,5.5,50.5,06/14/10,5,2010-06-14 02:15:05.950,2010,6
5296,1,6,6,6,60,6.59999990463,60.6,06/14/10,6,2010-06-14 02:16:06.000,2010,6
5297,0,7,7,7,70,7.69999980927,70.7,06/14/10,7,2010-06-14 02:17:06.600,2010,6
5298,1,8,8,8,80,8.80000019073,80.8,06/14/10,8,2010-06-14 02:18:06.130,2010,6
5299,0,9,9,9,90,9.89999961853,90.9,06/14/10,9,2010-06-14 02:19:06.210,2010,6
5300,1,0,0,0,0,0.0,0.0,06/15/10,0,2010-06-15 02:20:06.300,2010,6
5301,0,1,1,1,10,1.10000002384,10.1,06/15/10,1,2010-06-15 02:21:06.300,2010,6
5302,1,2,2,2,20,2.20000004768,20.2,06/15/10,2,2010-06-15 02:22:06.310,2010,6
5303,0,3,3,3,30,3.29999995232,30.3,06/15/10,3,2010-06-15 02:23:06.330,2010,6
5304,1,4,4,4,40,4.40000009537,40.4,06/15/10,4,2010-06-15 02:24:06.360,2010,6
5305,0,5,5,5,50,5.5,50.5,06/15/10,5,2010-06-15 02:25:06.400,2010,6
5306,1,6,6,6,60,6.59999990463,60.6,06/15/10,6,2010-06-15 02:26:06.450,2010,6
5307,0,7,7,7,70,7.69999980927,70.7,06/15/10,7,2010-06-15 02:27:06.510,2010,6
5308,1,8,8,8,80,8.80000019073,80.8,06/15/10,8,2010-06-15 02:28:06.580,2010,6
5309,0,9,9,9,90,9.89999961853,90.9,06/15/10,9,2010-06-15 02:29:06.660,2010,6
5310,1,0,0,0,0,0.0,0.0,06/16/10,0,2010-06-16 02:30:06.750,2010,6
5311,0,1,1,1,10,1.10000002384,10.1,06/16/10,1,2010-06-16 02:31:06.750,2010,6
5312,1,2,2,2,20,2.20000004768,20.2,06/16/10,2,2010-06-16 02:32:06.760,2010,6
5313,0,3,3,3,30,3.29999995232,30.3,06/16/10,3,2010-06-16 02:33:06.780,2010,6
5314,1,4,4,4,40,4.40000009537,40.4,06/16/10,4,2010-06-16 02:34:06.810,2010,6
5315,0,5,5,5,50,5.5,50.5,06/16/10,5,2010-06-16 02:35:06.850,2010,6
5316,1,6,6,6,60,6.59999990463,60.6,06/16/10,6,2010-06-16 02:36:06.900,2010,6
5317,0,7,7,7,70,7.69999980927,70.7,06/16/10,7,2010-06-16 02:37:06.960,2010,6
5318,1,8,8,8,80,8.80000019073,80.8,06/16/10,8,2010-06-16 02:38:07.300,2010,6
5319,0,9,9,9,90,9.89999961853,90.9,06/16/10,9,2010-06-16 02:39:07.110,2010,6
5320,1,0,0,0,0,0.0,0.0,06/17/10,0,2010-06-17 02:40:07.200,2010,6
5321,0,1,1,1,10,1.10000002384,10.1,06/17/10,1,2010-06-17 02:41:07.200,2010,6
5322,1,2,2,2,20,2.20000004768,20.2,06/17/10,2,2010-06-17 02:42:07.210,2010,6
5323,0,3,3,3,30,3.29999995232,30.3,06/17/10,3,2010-06-17 02:43:07.230,2010,6
5324,1,4,4,4,40,4.40000009537,40.4,06/17/10,4,2010-06-17 02:44:07.260,2010,6
5325,0,5,5,5,50,5.5,50.5,06/17/10,5,2010-06-17 02:45:07.300,2010,6
5326,1,6,6,6,60,6.59999990463,60.6,06/17/10,6,2010-06-17 02:46:07.350,2010,6
5327,0,7,7,7,70,7.69999980927,70.7,06/17/10,7,2010-06-17 02:47:07.410,2010,6
5328,1,8,8,8,80,8.80000019073,80.8,06/17/10,8,2010-06-17 02:48:07.480,2010,6
5329,0,9,9,9,90,9.89999961853,90.9,06/17/10,9,2010-06-17 02:49:07.560,2010,6
5330,1,0,0,0,0,0.0,0.0,06/18/10,0,2010-06-18 02:50:07.650,2010,6
5331,0,1,1,1,10,1.10000002384,10.1,06/18/10,1,2010-06-18 02:51:07.650,2010,6
5332,1,2,2,2,20,2.20000004768,20.2,06/18/10,2,2010-06-18 02:52:07.660,2010,6
5333,0,3,3,3,30,3.29999995232,30.3,06/18/10,3,2010-06-18 02:53:07.680,2010,6
5334,1,4,4,4,40,4.40000009537,40.4,06/18/10,4,2010-06-18 02:54:07.710,2010,6
5335,0,5,5,5,50,5.5,50.5,06/18/10,5,2010-06-18 02:55:07.750,2010,6
5336,1,6,6,6,60,6.59999990463,60.6,06/18/10,6,2010-06-18 02:56:07.800,2010,6
5337,0,7,7,7,70,7.69999980927,70.7,06/18/10,7,2010-06-18 02:57:07.860,2010,6
5338,1,8,8,8,80,8.80000019073,80.8,06/18/10,8,2010-06-18 02:58:07.930,2010,6
5339,0,9,9,9,90,9.89999961853,90.9,06/18/10,9,2010-06-18 02:59:08.100,2010,6
5340,1,0,0,0,0,0.0,0.0,06/19/10,0,2010-06-19 03:00:08.100,2010,6
5341,0,1,1,1,10,1.10000002384,10.1,06/19/10,1,2010-06-19 03:01:08.100,2010,6
5342,1,2,2,2,20,2.20000004768,20.2,06/19/10,2,2010-06-19 03:02:08.110,2010,6
5343,0,3,3,3,30,3.29999995232,30.3,06/19/10,3,2010-06-19 03:03:08.130,2010,6
5344,1,4,4,4,40,4.40000009537,40.4,06/19/10,4,2010-06-19 03:04:08.160,2010,6
5345,0,5,5,5,50,5.5,50.5,06/19/10,5,2010-06-19 03:05:08.200,2010,6
5346,1,6,6,6,60,6.59999990463,60.6,06/19/10,6,2010-06-19 03:06:08.250,2010,6
5347,0,7,7,7,70,7.69999980927,70.7,06/19/10,7,2010-06-19 03:07:08.310,2010,6
5348,1,8,8,8,80,8.80000019073,80.8,06/19/10,8,2010-06-19 03:08:08.380,2010,6
5349,0,9,9,9,90,9.89999961853,90.9,06/19/10,9,2010-06-19 03:09:08.460,2010,6
5350,1,0,0,0,0,0.0,0.0,06/20/10,0,2010-06-20 03:10:08.550,2010,6
5351,0,1,1,1,10,1.10000002384,10.1,06/20/10,1,2010-06-20 03:11:08.550,2010,6
5352,1,2,2,2,20,2.20000004768,20.2,06/20/10,2,2010-06-20 03:12:08.560,2010,6
5353,0,3,3,3,30,3.29999995232,30.3,06/20/10,3,2010-06-20 03:13:08.580,2010,6
5354,1,4,4,4,40,4.40000009537,40.4,06/20/10,4,2010-06-20 03:14:08.610,2010,6
5355,0,5,5,5,50,5.5,50.5,06/20/10,5,2010-06-20 03:15:08.650,2010,6
5356,1,6,6,6,60,6.59999990463,60.6,06/20/10,6,2010-06-20 03:16:08.700,2010,6
5357,0,7,7,7,70,7.69999980927,70.7,06/20/10,7,2010-06-20 03:17:08.760,2010,6
5358,1,8,8,8,80,8.80000019073,80.8,06/20/10,8,2010-06-20 03:18:08.830,2010,6
5359,0,9,9,9,90,9.89999961853,90.9,06/20/10,9,2010-06-20 03:19:08.910,2010,6
5360,1,0,0,0,0,0.0,0.0,06/21/10,0,2010-06-21 03:20:09.000,2010,6
5361,0,1,1,1,10,1.10000002384,10.1,06/21/10,1,2010-06-21 03:21:09.000,2010,6
5362,1,2,2,2,20,2.20000004768,20.2,06/21/10,2,2010-06-21 03:22:09.100,2010,6
5363,0,3,3,3,30,3.29999995232,30.3,06/21/10,3,2010-06-21 03:23:09.300,2010,6
5364,1,4,4,4,40,4.40000009537,40.4,06/21/10,4,2010-06-21 03:24:09.600,2010,6
5365,0,5,5,5,50,5.5,50.5,06/21/10,5,2010-06-21 03:25:09.100,2010,6
5366,1,6,6,6,60,6.59999990463,60.6,06/21/10,6,2010-06-21 03:26:09.150,2010,6
5367,0,7,7,7,70,7.69999980927,70.7,06/21/10,7,2010-06-21 03:27:09.210,2010,6
5368,1,8,8,8,80,8.80000019073,80.8,06/21/10,8,2010-06-21 03:28:09.280,2010,6
5369,0,9,9,9,90,9.89999961853,90.9,06/21/10,9,2010-06-21 03:29:09.360,2010,6
5370,1,0,0,0,0,0.0,0.0,06/22/10,0,2010-06-22 03:30:09.450,2010,6
5371,0,1,1,1,10,1.10000002384,10.1,06/22/10,1,2010-06-22 03:31:09.450,2010,6
5372,1,2,2,2,20,2.20000004768,20.2,06/22/10,2,2010-06-22 03:32:09.460,2010,6
5373,0,3,3,3,30,3.29999995232,30.3,06/22/10,3,2010-06-22 03:33:09.480,2010,6
5374,1,4,4,4,40,4.40000009537,40.4,06/22/10,4,2010-06-22 03:34:09.510,2010,6
5375,0,5,5,5,50,5.5,50.5,06/22/10,5,2010-06-22 03:35:09.550,2010,6
5376,1,6,6,6,60,6.59999990463,60.6,06/22/10,6,2010-06-22 03:36:09.600,2010,6
5377,0,7,7,7,70,7.69999980927,70.7,06/22/10,7,2010-06-22 03:37:09.660,2010,6
5378,1,8,8,8,80,8.80000019073,80.8,06/22/10,8,2010-06-22 03:38:09.730,2010,6
5379,0,9,9,9,90,9.89999961853,90.9,06/22/10,9,2010-06-22 03:39:09.810,2010,6
5380,1,0,0,0,0,0.0,0.0,06/23/10,0,2010-06-23 03:40:09.900,2010,6
5381,0,1,1,1,10,1.10000002384,10.1,06/23/10,1,2010-06-23 03:41:09.900,2010,6
5382,1,2,2,2,20,2.20000004768,20.2,06/23/10,2,2010-06-23 03:42:09.910,2010,6
5383,0,3,3,3,30,3.29999995232,30.3,06/23/10,3,2010-06-23 03:43:09.930,2010,6
5384,1,4,4,4,40,4.40000009537,40.4,06/23/10,4,2010-06-23 03:44:09.960,2010,6
5385,0,5,5,5,50,5.5,50.5,06/23/10,5,2010-06-23 03:45:10.000,2010,6
5386,1,6,6,6,60,6.59999990463,60.6,06/23/10,6,2010-06-23 03:46:10.500,2010,6
5387,0,7,7,7,70,7.69999980927,70.7,06/23/10,7,2010-06-23 03:47:10.110,2010,6
5388,1,8,8,8,80,8.80000019073,80.8,06/23/10,8,2010-06-23 03:48:10.180,2010,6
5389,0,9,9,9,90,9.89999961853,90.9,06/23/10,9,2010-06-23 03:49:10.260,2010,6
5390,1,0,0,0,0,0.0,0.0,06/24/10,0,2010-06-24 03:50:10.350,2010,6
5391,0,1,1,1,10,1.10000002384,10.1,06/24/10,1,2010-06-24 03:51:10.350,2010,6
5392,1,2,2,2,20,2.20000004768,20.2,06/24/10,2,2010-06-24 03:52:10.360,2010,6
5393,0,3,3,3,30,3.29999995232,30.3,06/24/10,3,2010-06-24 03:53:10.380,2010,6
5394,1,4,4,4,40,4.40000009537,40.4,06/24/10,4,2010-06-24 03:54:10.410,2010,6
5395,0,5,5,5,50,5.5,50.5,06/24/10,5,2010-06-24 03:55:10.450,2010,6
5396,1,6,6,6,60,6.59999990463,60.6,06/24/10,6,2010-06-24 03:56:10.500,2010,6
5397,0,7,7,7,70,7.69999980927,70.7,06/24/10,7,2010-06-24 03:57:10.560,2010,6
5398,1,8,8,8,80,8.80000019073,80.8,06/24/10,8,2010-06-24 03:58:10.630,2010,6
5399,0,9,9,9,90,9.89999961853,90.9,06/24/10,9,2010-06-24 03:59:10.710,2010,6
5400,1,0,0,0,0,0.0,0.0,06/25/10,0,2010-06-25 04:00:10.800,2010,6
5401,0,1,1,1,10,1.10000002384,10.1,06/25/10,1,2010-06-25 04:01:10.800,2010,6
5402,1,2,2,2,20,2.20000004768,20.2,06/25/10,2,2010-06-25 04:02:10.810,2010,6
5403,0,3,3,3,30,3.29999995232,30.3,06/25/10,3,2010-06-25 04:03:10.830,2010,6
5404,1,4,4,4,40,4.40000009537,40.4,06/25/10,4,2010-06-25 04:04:10.860,2010,6
5405,0,5,5,5,50,5.5,50.5,06/25/10,5,2010-06-25 04:05:10.900,2010,6
5406,1,6,6,6,60,6.59999990463,60.6,06/25/10,6,2010-06-25 04:06:10.950,2010,6
5407,0,7,7,7,70,7.69999980927,70.7,06/25/10,7,2010-06-25 04:07:11.100,2010,6
5408,1,8,8,8,80,8.80000019073,80.8,06/25/10,8,2010-06-25 04:08:11.800,2010,6
5409,0,9,9,9,90,9.89999961853,90.9,06/25/10,9,2010-06-25 04:09:11.160,2010,6
5410,1,0,0,0,0,0.0,0.0,06/26/10,0,2010-06-26 04:10:11.250,2010,6
5411,0,1,1,1,10,1.10000002384,10.1,06/26/10,1,2010-06-26 04:11:11.250,2010,6
5412,1,2,2,2,20,2.20000004768,20.2,06/26/10,2,2010-06-26 04:12:11.260,2010,6
5413,0,3,3,3,30,3.29999995232,30.3,06/26/10,3,2010-06-26 04:13:11.280,2010,6
5414,1,4,4,4,40,4.40000009537,40.4,06/26/10,4,2010-06-26 04:14:11.310,2010,6
5415,0,5,5,5,50,5.5,50.5,06/26/10,5,2010-06-26 04:15:11.350,2010,6
5416,1,6,6,6,60,6.59999990463,60.6,06/26/10,6,2010-06-26 04:16:11.400,2010,6
5417,0,7,7,7,70,7.69999980927,70.7,06/26/10,7,2010-06-26 04:17:11.460,2010,6
5418,1,8,8,8,80,8.80000019073,80.8,06/26/10,8,2010-06-26 04:18:11.530,2010,6
5419,0,9,9,9,90,9.89999961853,90.9,06/26/10,9,2010-06-26 04:19:11.610,2010,6
5420,1,0,0,0,0,0.0,0.0,06/27/10,0,2010-06-27 04:20:11.700,2010,6
5421,0,1,1,1,10,1.10000002384,10.1,06/27/10,1,2010-06-27 04:21:11.700,2010,6
5422,1,2,2,2,20,2.20000004768,20.2,06/27/10,2,2010-06-27 04:22:11.710,2010,6
5423,0,3,3,3,30,3.29999995232,30.3,06/27/10,3,2010-06-27 04:23:11.730,2010,6
5424,1,4,4,4,40,4.40000009537,40.4,06/27/10,4,2010-06-27 04:24:11.760,2010,6
5425,0,5,5,5,50,5.5,50.5,06/27/10,5,2010-06-27 04:25:11.800,2010,6
5426,1,6,6,6,60,6.59999990463,60.6,06/27/10,6,2010-06-27 04:26:11.850,2010,6
5427,0,7,7,7,70,7.69999980927,70.7,06/27/10,7,2010-06-27 04:27:11.910,2010,6
5428,1,8,8,8,80,8.80000019073,80.8,06/27/10,8,2010-06-27 04:28:11.980,2010,6
5429,0,9,9,9,90,9.89999961853,90.9,06/27/10,9,2010-06-27 04:29:12.600,2010,6
5430,1,0,0,0,0,0.0,0.0,06/28/10,0,2010-06-28 04:30:12.150,2010,6
5431,0,1,1,1,10,1.10000002384,10.1,06/28/10,1,2010-06-28 04:31:12.150,2010,6
5432,1,2,2,2,20,2.20000004768,20.2,06/28/10,2,2010-06-28 04:32:12.160,2010,6
5433,0,3,3,3,30,3.29999995232,30.3,06/28/10,3,2010-06-28 04:33:12.180,2010,6
5434,1,4,4,4,40,4.40000009537,40.4,06/28/10,4,2010-06-28 04:34:12.210,2010,6
5435,0,5,5,5,50,5.5,50.5,06/28/10,5,2010-06-28 04:35:12.250,2010,6
5436,1,6,6,6,60,6.59999990463,60.6,06/28/10,6,2010-06-28 04:36:12.300,2010,6
5437,0,7,7,7,70,7.69999980927,70.7,06/28/10,7,2010-06-28 04:37:12.360,2010,6
5438,1,8,8,8,80,8.80000019073,80.8,06/28/10,8,2010-06-28 04:38:12.430,2010,6
5439,0,9,9,9,90,9.89999961853,90.9,06/28/10,9,2010-06-28 04:39:12.510,2010,6
5440,1,0,0,0,0,0.0,0.0,06/29/10,0,2010-06-29 04:40:12.600,2010,6
5441,0,1,1,1,10,1.10000002384,10.1,06/29/10,1,2010-06-29 04:41:12.600,2010,6
5442,1,2,2,2,20,2.20000004768,20.2,06/29/10,2,2010-06-29 04:42:12.610,2010,6
5443,0,3,3,3,30,3.29999995232,30.3,06/29/10,3,2010-06-29 04:43:12.630,2010,6
5444,1,4,4,4,40,4.40000009537,40.4,06/29/10,4,2010-06-29 04:44:12.660,2010,6
5445,0,5,5,5,50,5.5,50.5,06/29/10,5,2010-06-29 04:45:12.700,2010,6
5446,1,6,6,6,60,6.59999990463,60.6,06/29/10,6,2010-06-29 04:46:12.750,2010,6
5447,0,7,7,7,70,7.69999980927,70.7,06/29/10,7,2010-06-29 04:47:12.810,2010,6
5448,1,8,8,8,80,8.80000019073,80.8,06/29/10,8,2010-06-29 04:48:12.880,2010,6
5449,0,9,9,9,90,9.89999961853,90.9,06/29/10,9,2010-06-29 04:49:12.960,2010,6
5450,1,0,0,0,0,0.0,0.0,06/30/10,0,2010-06-30 04:50:13.500,2010,6
5451,0,1,1,1,10,1.10000002384,10.1,06/30/10,1,2010-06-30 04:51:13.500,2010,6
5452,1,2,2,2,20,2.20000004768,20.2,06/30/10,2,2010-06-30 04:52:13.600,2010,6
5453,0,3,3,3,30,3.29999995232,30.3,06/30/10,3,2010-06-30 04:53:13.800,2010,6
5454,1,4,4,4,40,4.40000009537,40.4,06/30/10,4,2010-06-30 04:54:13.110,2010,6
5455,0,5,5,5,50,5.5,50.5,06/30/10,5,2010-06-30 04:55:13.150,2010,6
5456,1,6,6,6,60,6.59999990463,60.6,06/30/10,6,2010-06-30 04:56:13.200,2010,6
5457,0,7,7,7,70,7.69999980927,70.7,06/30/10,7,2010-06-30 04:57:13.260,2010,6
5458,1,8,8,8,80,8.80000019073,80.8,06/30/10,8,2010-06-30 04:58:13.330,2010,6
5459,0,9,9,9,90,9.89999961853,90.9,06/30/10,9,2010-06-30 04:59:13.410,2010,6
3960,1,0,0,0,0,0.0,0.0,02/01/10,0,2010-02-01 00:00:00.000,2010,2
3961,0,1,1,1,10,1.10000002384,10.1,02/01/10,1,2010-02-01 00:01:00.000,2010,2
3962,1,2,2,2,20,2.20000004768,20.2,02/01/10,2,2010-02-01 00:02:00.100,2010,2
3963,0,3,3,3,30,3.29999995232,30.3,02/01/10,3,2010-02-01 00:03:00.300,2010,2
3964,1,4,4,4,40,4.40000009537,40.4,02/01/10,4,2010-02-01 00:04:00.600,2010,2
3965,0,5,5,5,50,5.5,50.5,02/01/10,5,2010-02-01 00:05:00.100,2010,2
3966,1,6,6,6,60,6.59999990463,60.6,02/01/10,6,2010-02-01 00:06:00.150,2010,2
3967,0,7,7,7,70,7.69999980927,70.7,02/01/10,7,2010-02-01 00:07:00.210,2010,2
3968,1,8,8,8,80,8.80000019073,80.8,02/01/10,8,2010-02-01 00:08:00.280,2010,2
3969,0,9,9,9,90,9.89999961853,90.9,02/01/10,9,2010-02-01 00:09:00.360,2010,2
3970,1,0,0,0,0,0.0,0.0,02/02/10,0,2010-02-02 00:10:00.450,2010,2
3971,0,1,1,1,10,1.10000002384,10.1,02/02/10,1,2010-02-02 00:11:00.450,2010,2
3972,1,2,2,2,20,2.20000004768,20.2,02/02/10,2,2010-02-02 00:12:00.460,2010,2
3973,0,3,3,3,30,3.29999995232,30.3,02/02/10,3,2010-02-02 00:13:00.480,2010,2
3974,1,4,4,4,40,4.40000009537,40.4,02/02/10,4,2010-02-02 00:14:00.510,2010,2
3975,0,5,5,5,50,5.5,50.5,02/02/10,5,2010-02-02 00:15:00.550,2010,2
3976,1,6,6,6,60,6.59999990463,60.6,02/02/10,6,2010-02-02 00:16:00.600,2010,2
3977,0,7,7,7,70,7.69999980927,70.7,02/02/10,7,2010-02-02 00:17:00.660,2010,2
3978,1,8,8,8,80,8.80000019073,80.8,02/02/10,8,2010-02-02 00:18:00.730,2010,2
3979,0,9,9,9,90,9.89999961853,90.9,02/02/10,9,2010-02-02 00:19:00.810,2010,2
3980,1,0,0,0,0,0.0,0.0,02/03/10,0,2010-02-03 00:20:00.900,2010,2
3981,0,1,1,1,10,1.10000002384,10.1,02/03/10,1,2010-02-03 00:21:00.900,2010,2
3982,1,2,2,2,20,2.20000004768,20.2,02/03/10,2,2010-02-03 00:22:00.910,2010,2
3983,0,3,3,3,30,3.29999995232,30.3,02/03/10,3,2010-02-03 00:23:00.930,2010,2
